wallet_address,sent_count,total_sent_eth,failed_sent,max_sent
0x9ddc7a95f7d80df258b087cae7109ffa9ca826d8,31,6.691740672644748,1,0.7846347073482102
0x2b67f951712f113d1b15e6d3956afb7708149d2f,27,6.479883394614414,0,0.9289374131188105
0x109c01a8844b754e80995c06522b45f77963d72b,1,6.0,0,6.0
0x1adf3477045766075dca7f4f2d0c6b31a7b16e44,17,5.76,0,1.4
0x8106782cd18e9425e8abf10b2ff11eef4633e6cf,1,5.6,0,5.6
0x5bfda8a919ff1b4f6b01d02dcd5a2809cb863966,10,5.5,0,2.1
0x13cbe6b8fa5c70e8b6b5927b9d967ef9cd6a661a,9,5.386746812098327,0,1.734353384461323
0xddf58fef5dce5b805448e84b0b123519e0ed74c8,4,5.1,0,2.0
0xebd9dc7fb828265e913b6060461222e9595d7dc9,1,5.0,0,5.0
0x0af34b90d75876fabbfee799c11f5cc285f8aaea,7,5.0,0,2.0
0x1a478f56b0a6b5295786d0da7e3367f703d77d88,2,5.0,0,5.0
0x4b6a9533036fb63675f957db3d01cbe741390d5c,3,5.0,0,3.8
0x789dfd03098be033bb1d09de690d4d7917c0b14d,1,5.0,0,5.0
0x374e2470e0c43c9fdcc94cdf129615d7bfa146d3,1,4.8816,0,4.8816
0x0b07387c9132f2be18b7379f1beb7978f52a55b5,11,4.73,0,1.17
0x6498e39b43644bc0b3b54f7af2dd0e8cb3f005f3,7,4.552612568451031,0,1.5
0x108c9646064ac4d99b6ae251f51cea06b8acfaea,6,4.478681900246922,0,2.0
0x99ceb0a979fa3c9127e786880f0ef20611ab24bf,1,4.35,0,4.35
0x8f2cb341fb74de4f6e6391d15218c15751e1c7f0,1,4.25,0,4.25
0x6467462043c9fe61e27e1b850cf3bd38921661f9,7,4.130087829556398,0,3.1903894315539603
0x8bef30b6a3ceadfa70a32da291bd9856ab92d9a7,20,4.1224171628048305,1,0.9
0x68ccb69b99b7827af239d731d1fab64706e2b342,1,4.1,0,4.1
0x3f7e350d073067167f6f5b0f331b2506513d0ca3,3,4.0,0,2.0
0x966f2ac43cf52c0d340465fc0fa762317b97337b,4,3.92,0,2.5
0x32cb03ddafa42cb372cb0f868cdf13755a442833,1,3.92,0,3.92
0xbfdb165234bac3c9bff38ef5c8327ad843788d99,3,3.8250271290602105,1,1.9297264673247376
0x0516851789afcf31665f7e59bf81f879cfb3fc04,1,3.78,0,3.78
0x44b725f0e01ef540687b9b929411cbdf0664685e,1,3.7741017971847066,0,3.7741017971847066
0xf1023e7396255267bc7524fd13a7b8d534065b0c,2,3.773,0,3.673
0x904a3dd9ece143bd7c8af722b931a9dd03d538d4,6,3.5,0,2.1
0x33d903c722b1f3d49c58357cf82519314605e8db,3,3.34,0,1.87
0x9d89aa130e45d9c7b8e585d8873d2c940f5d4322,18,3.15,1,0.55
0x1e86952ed4428c62636eba3d0c7946316a0c359b,1,3.1,1,3.1
0x8e3eedf2c8655c442f0c1cc0a58160250becf03c,4,3.0472918137820044,1,1.5236459068910022
0x4d2f45f10ea352125096bef791dc92d7692721fe,1,3.0,0,3.0
0x303425052e462dd0f3044aee17e1f5be9c7de783,3,3.0,0,3.0
0xf7a849dc53c8c0633eeb4cbea2f1aa1e984ae083,2,2.949,0,1.5
0xa1dc48c34a0b85bfb7a66c41ffaf87cc7fd92cbd,24,2.8223090534601725,1,0.44
0x5c9e60b719ab948a40400e33da8b1fe35ee665cd,4,2.81,0,1.26
0x0052dd16a1cb476918b2ce66605516d79aa1811e,1,2.7,0,2.7
0x66ec206484690269c176ada5485803d1faa3e072,1,2.5,0,2.5
0x7543cf797a3a1665c074d1ed0371663c10dbae0c,1,2.5,0,2.5
0x1ad91bcf2997d8bbb120dfe5a90dc62ecbdc605a,3,2.43,0,2.3
0xf451cf5b2fa0631f3f7eed5682267d6582aeb975,3,2.43,0,2.3
0xe54b9bd257c11ab9c02b93f928797b8cd02365d4,3,2.43,0,2.3
0xaa9a5a056a3ee914a19005eab6380d1b04697876,2,2.41,0,2.4
0x566431da39c1fe225073d56c4704ab23a6e282ee,2,2.4,0,1.6
0x9b86a9d4f5e949779ecdc9c205062155770ea41b,3,2.38,0,1.53
0x19d7b4d403a9d3dc5ed3b15ea88671816b0f1d9f,2,2.3,0,2.3
0x575a28b4e77a842657f8edb4fdd7797680022ede,3,2.28,0,2.15
0xf297e77a88bc862b1b6be37aadf8e86f735dff99,1,2.2788216361460463,0,2.2788216361460463
0x99d77b989015b12269fba5ba5e0303c97686ce2c,1,2.2717911658277643,0,2.2717911658277643
0xbeeb29835071fdc8b8a58492b49628483778baee,7,2.225,0,0.8
0xdcb7a9fb0640005ca7034427552b90c9b13cc2a0,14,2.215870520234808,0,1.4143410457941241
0x865d2dece719eba58de9b03bea86492ea1ebbb85,6,2.2,0,1.2
0x27e4fdd8705271f1c87cfc1cb2f485ad3124ea4e,11,2.15,0,0.5
0xc5584c22019bba2f6b04256acdaa05797a2d74bc,4,2.120026108584085,0,2.120026108584085
0x11dccd0ab0839394c16d3bfbb9857ef810f303ac,13,2.09,0,0.8
0x8e28859b6d532504245c9206c5790bf88d9c9790,7,2.0874200895981216,1,0.6
0xbd4e57059958217b83283db5e2a3c21b92c913a8,6,2.060663690645132,0,1.5037848490833936
0x9336711aab287108ec8c3795ba51b007501c3502,2,2.0,0,1.0
0x102a925acdfe22f3c79d647d19d4630c4e5c37a5,2,2.0,1,1.0
0x9daba17ec5765ba14a4bc75b28b7fa7492af5cd8,8,2.0,0,1.0
0xa0376c9813f3c19fc8c8d3ff5006732320cdc302,2,2.0,0,2.0
0xa69c20abc059c3104030aa8cf2da5396b6fd2528,1,2.0,0,2.0
0xd20206b8562b39eecb27c1cad340cbbc6a716b18,2,1.9934821979087265,0,1.9934821979087265
0x4ddc70aaea98a5d4c17aacacc9d3863dee399faa,5,1.95,0,1.75
0x95e47b60cef1ac9264f41b61feb0694d6b975361,2,1.9,0,1.9
0xeadbec94c5f9061b9a277f9dbb4739768c4b7a2c,2,1.88,0,1.3
0xa9b4c9b9e88fd9455cba2fef6f64056538ce6640,2,1.85,0,1.35
0xa597ae1bfb442fcc0563fd1e810b55bed3a32b70,3,1.84,0,1.7
0x9d2ffd1a8298b1b28184340b19536eedd13e19eb,10,1.81,1,0.5
0x489db5a92080517fae92c11c7958942601f53816,4,1.8,0,1.0
0xe5135c6e468bce9846309bf1291fa7fc0826631e,2,1.8,0,1.8
0x2d9c7a39e63e625a2055410261544cdbe86d0ead,5,1.8,0,0.9
0x052ee3aff27813c2e787ef0eae9218ad1f8cb623,2,1.8,0,1.8
0x57f5704e14e254c2c7e321189d3f4b2056d30c96,29,1.785,0,0.4
0xbe1cd5ab143820357d90e3c0445ca5032cfe0e66,9,1.75,0,0.51
0x44ec5db8c66a6f65acc50c01fc58b8723b449e5a,1,1.7,0,1.7
0xd1c4aba610456460c00c1f024bd683216629f1b3,7,1.7,0,1.0
0x97bb47144c2c9afedbb6823bb22dbf22171b5c1f,4,1.7,0,1.0
0x5eb67a3b141f3036899ee77822a41277166c540e,1,1.6918046557721496,0,1.6918046557721496
0xcb7fdf08bde39dd3f8e81425ced31429f4a60932,1,1.62,0,1.62
0x6435418512ab3e9cae8258dbe0c7fde4b6b07c15,4,1.61,0,0.9
0x966f17fe4f9aa6054854910bcd9528fb4c0ff1e2,3,1.6,0,0.6
0x2f8fa270e086ce9207949203d7393cb8ab0574e5,8,1.6,0,0.5
0x4e6ee84591eb7c7cc0cbbd3f52945a1c5b6469c4,3,1.589757,0,0.8
0x5ae5e5278ce81a34b1fdfb737f7a6adaf8d110c4,3,1.528012395088656,0,1.5
0x966c5496e978621b24db1177187ff1f9a02f4b9f,2,1.5253090228125217,0,1.5253090228125217
0xde3d6ac527fb1b8b1ed9b140c66bde42d16a06c5,3,1.5004818584842186,0,1.3004818584842186
0xa7f6855d71592c8534e279d0887a0e42664fdef3,1,1.5,0,1.5
0x04a39af7cb0349c76b56dade3205a228044ee431,1,1.5,0,1.5
0x5195bbbaf2e296ccf41371d37d942412522159e6,2,1.5,0,1.0
0xc46bcd8f48b4aca3845c6f928d329c58dc08bb3b,2,1.4880544833245923,0,0.7880544833245923
0xb932cc684f661ae83ab532b3eee1a14582c152a1,1,1.48,0,1.48
0xc2e8e815f5a9ecdd27568ba9348a2ddcc32c06e0,10,1.4701267689663982,1,1.046884915354112
0x4bc8d6cd2ab016c25bdb9b6423f2ea5651765fb0,30,1.455,0,0.8
0x9a22402d8c6ee2b443fe6aba856b2309e4eecebd,4,1.4183943321365862,1,0.6739288492449694
0xd7141e21b6a780c4652b6e2350f92d89f118f08e,2,1.410067,0,0.820067
0xb6520389471c5667cb1db38bb38d47c08710c75e,3,1.405,0,0.72
0xc59f11372f6b7b5cf4758524ccc4712df776c4ea,2,1.3960063658239867,0,1.3960063658239867
0x469ae3d5bce2ac0a16d613a584de4fc30d08649d,6,1.39,0,0.84
0xa848219766f8653d5f2faaab47030e44faff339e,11,1.35,1,0.25
0xc367b98c39351311b11d4686682b3a232810ec1f,1,1.3,0,1.3
0x3444b6fa94c389081fdebb3a3fcf2ab7e4fbedee,1,1.3,0,1.3
0xd71d82d277bbcd53dee2a09a0756eab6ae90c1b5,2,1.3,0,1.3
0x6cdad7d0dc4322e4125555ff0135ac5139979a3d,1,1.271,0,1.271
0x1c95d08f73e82c84038bfd868555277958b45f04,1,1.26,0,1.26
0x18b9da3f757220faf27fe60fb89c6b9962d610fe,5,1.23,1,0.45
0x687e5e267ac703d921214600562d8a4a4cce66a9,3,1.2193086835389202,0,1.2193086835389202
0xb3403a129ff7e5cd1acf169e3ce52e33c6b248da,1,1.2,0,1.2
0xcb75abd04f5413b8789f23b171d081af75b488d7,1,1.2,1,1.2
0x03770b07c5c315722c5866e64cde04e6e5793714,2,1.1997467608320482,0,1.1997467608320482
0xce64b7dbcaa4b2f1c7c360d7152bf9de391154f5,2,1.175,0,0.59
0x75d4600da28d97ccf663c79e3844049e4ba06c15,2,1.1727954581650353,1,1.1727954581650353
0x1d546cdd356397de09eba5adaf48248d2bf7ff64,5,1.1615648387195106,0,1.1615648387195106
0x88b85c82f343d8dd193b7cf381106e44b42ce286,4,1.151,1,0.5
0x8855a6eaa8af2a5c8e26e72610259f438fefd5b8,6,1.12,0,0.66
0xcea96dcd841f092c89c13c6c118f12727038b666,12,1.08,1,0.3
0x7c23906faced0812deb4ebc80cb2e2b55ca25ef5,2,1.07,0,1.0
0x45b2c6bd80b5ee878b381b72a16f2df3bf770e47,1,1.053,0,1.053
0x973ff54227e8c06eb52790e40405bbd0bb30a964,1,1.05,0,1.05
0x529441fa9e5791191baa1a13a1e054b9ae9168d8,1,1.03388,0,1.03388
0xa03bd570240f1add780961a145ce989bfbefa947,1,1.0006195174791224,0,1.0006195174791224
0x73d6f9c171966d92e7e922a72361571437f9d152,1,1.0,0,1.0
0xdc0051c01c578115098f5060754fbac5aa9b7ab9,2,1.0,0,1.0
0x5b6ec1f0bf2f168b73d883768c6109d81b8b5678,1,1.0,0,1.0
0x5483d1bb21931dd4619bfb430aa4b6ddf76e4378,1,1.0,0,1.0
0xa20faf0ed0ebfc0a8ad727e5992fcc8098136f9c,4,1.0,0,1.0
0x536558eebd4d2732a17f83a99d0e4f5bb601e953,5,1.0,0,0.5
0x329f638b7ff20ded69dc3e715c530a9ae93dacd2,1,1.0,0,1.0
0x7f7fb8c89f3810d826aa1a43dda1a16be923e41e,1,1.0,0,1.0
0xb3e6739365b1241d16db48ffffe676b603064f05,1,1.0,0,1.0
0x15fd06296c13a18435c5f765f9904b219a5ddc76,3,0.99,1,0.5
0x2d2b29d21b938ebd67b25c936e3c440f3e4659df,3,0.98,0,0.98
0xa67671a8b8d40cb3bfb5edf173555a8d16b515b0,8,0.96,0,0.24
0x976540f7155d67cc4d4f79f97de62d307a0fdc41,2,0.95,0,0.95
0xf582615b034cf40134a6065c841150512950c587,2,0.95,0,0.95
0x6c5fb1605c57101956862b59558ecefdf219ab59,1,0.94,0,0.94
0x9b37b1d2f507043dc2fe2d272badbae6ada0859f,3,0.917,0,0.9
0x80e40603d47e92ffd3a6524742453f319856341e,3,0.91,0,0.91
0xb24c8ef593563e1fff3ba6e8bb3a8b7042beff1f,2,0.9071177576913184,0,0.9071177576913184
0xa654ffa3410b2741ee12dc75770b9c7d2700f5af,4,0.9,0,0.5
0x1fb2b16cda17965f408e33197112d45a1137999a,6,0.9,0,0.3
0x7f1e0ab2dfdf16e81dcc80e25ec024b02c6b9bbe,5,0.886240824863807,0,0.7094700022775395
0xf68b7346598918913c7c18de0a26c1f74ac65c61,4,0.8262920066138518,0,0.8262920066138518
0x6e34509bddf835fc85fffa3d40955f6f4af73417,2,0.81,0,0.81
0x6122ecfc9bd3a8c3ccb6bd56cb91728776794cac,91,0.8026994329932342,9,0.8026994329932342
0xee3cfd37bae1acde4459fa42c91fe9c20565047c,6,0.8,0,0.2
0x61cd2d204b338944c2cc64ea9863fd70cf4aa19e,2,0.8,0,0.8
0xdd52c77eb073a963c56c22d360df1fba8b9e9f3b,3,0.779,0,0.5
0x8e88e82c613b924e79762aa5479aedef4a7d6e97,3,0.767,0,0.4
0x85effb128e632c03d4314573ba73190f4ad92871,2,0.7557673470731834,0,0.7557673470731834
0x9759ac66fbf6977c2f778f23ca493daf98462e23,3,0.722,0,0.7
0x7912421d63dcb8efc27d77100e393b9f089e7b86,14,0.7157849079551666,0,0.1833413927666666
0x2f1d9c7ba44f5b72f0ad1bad2af5f9df7ee7d508,3,0.7043568355480629,0,0.6943568355480629
0x76a0984a6452241466b6f926f34c3388ceb7a35b,3,0.7,0,0.4
0xfaa0e699b47f6a408cac7353a36b1a82d914fcc0,1,0.7,0,0.7
0xc2e82604302f15ce7842b7529730f9af7dabcfda,11,0.6988723342832782,0,0.2647793192399495
0xafb4f4a64d21b6f7ad1543cac806e906e49551db,3,0.674,0,0.46
0x2856589869fdc5962c78a0541d5259a478703c1a,5,0.6671,1,0.31
0xcc970399f479381e5ce711fe64d29e25dcb82625,1,0.65,0,0.65
0xdaaa6a54d1dc5acc488e5f38e7a756c16048da8f,1,0.6363869101119862,0,0.6363869101119862
0xabd29e9f206b20148e03f95c31c5f3139c0e9999,3,0.61,0,0.6
0x7dbe1fe39b29282bc299f9f0c2364060f24124e5,9,0.608,1,0.19
0x2882090f7a95c1b96f9621e7ae489f915afc2f33,1,0.6054261616810585,0,0.6054261616810585
0x553d382ad42465a51fc6ac5a40ad625994735f36,2,0.6,2,0.3
0xa5b0fbdab57ef38555f2daef601c91a418ca8e73,2,0.6,0,0.5
0x3ed4b66395cef4b4fa96ccc3d2df682a767d738a,2,0.6,1,0.3
0x8207d1305e241a6fb4a2ef93d29b1035e08e7590,2,0.6,0,0.6
0x92781c8069191a76fb4b84b7209d45165c801587,3,0.6,0,0.6
0x8651b708b8b2f62e52053144d8690f7781585f31,2,0.6,0,0.6
0x176fd41a3fff399bd9b52f31953a88cfed1d8e11,3,0.5927821044099847,0,0.23
0x52968e70ad3567dc46008de9edaf739cd22192d3,2,0.5899326426143641,0,0.4178380677255624
0x38540d359d4d55b7123bd4235db0c1e585933ef5,4,0.585,0,0.35
0xd13728925de3a94e94a538c921513cbec0673569,6,0.58,0,0.22
0x55889aedce588bd596c38f361ff1b745a394981d,1,0.57,0,0.57
0xdd53c6e7db254b2ebd08ffb4e7bdd3fac5f6ef35,7,0.5614281449629989,0,0.22413789553312982
0xc79358b8766293c26dea7a4ae56fc426f349fa61,1,0.5585,0,0.5585
0x205569822b6aec2fff7875b941bf78c8fe2d0eac,3,0.5534928554073166,2,0.26258758540731664
0x1632e4780bcdab1516bb49d043cc0c31bcce3cec,3,0.55,1,0.35
0xa5b00fecaf97cff149a429649ee4ceb4528d2157,1,0.5422,0,0.5422
0x7f5a98b17dae11e0f6463a57221b9324ca49eed3,1,0.5336762590425611,0,0.5336762590425611
0x6f5002d9a091fe5efce81f4136d5d40bb2ac6dd1,2,0.52,0,0.52
0xf19aed29a6cd4f5a1b3c8ed79d987e3fc1dca853,1,0.52,0,0.52
0x4f52f2777277426cd4d769d758e7dc44dea2715f,1,0.52,0,0.52
0xe869c694298c543e9eccd4f1112e40c612847975,2,0.515,0,0.515
0xaf5b28b947ee8f7729fb7534cb34970cf8666660,2,0.5,0,0.4
0xf9bba8e2b0e7c124e1e82ef4ba249de0b4085729,4,0.5,0,0.2
0x7431931094e8bae1ecaa7d0b57d2284e121f760e,2,0.5,0,0.5
0x1ca5cbd0f99b75ab8b637b11fea7234649fa1950,1,0.5,0,0.5
0xb14fd72a2d7e199a8b87a7141e90e50d8c0e087f,2,0.5,0,0.45
0x46e298b2c1a56c053026e5812a3fd300c8e81e03,1,0.5,0,0.5
0xcb0316c8b5eb70f0feeb49c14905435e16ac493a,1,0.5,0,0.5
0x0e6192b6d3078679a92e062d2a5bf1e265492648,2,0.5,0,0.5
0x68b531349eb44496943be5ff15a5f510849d561f,5,0.5,0,0.5
0xce34464855cac0beb89b069e2bc184a74b16b77a,1,0.5,0,0.5
0xc55867956c5d9f608923db3c0b2856217dce6bc9,1,0.5,0,0.5
0xffea29eb0e56242496b6019e17adc0db6dd1f52c,2,0.5,0,0.5
0xd667a1f68bffc35b0909c5362f8502838943aa1f,1,0.5,0,0.5
0x28aafa5d53991749f27ab9d1231f3b88b087ccd6,1,0.5,1,0.5
0x4fc3c187520477f026bdb258a9cad04bea3d9111,1,0.5,0,0.5
0x3cf4d7e888425a37c8bbfce75b5741fc84cfabc8,2,0.5,0,0.5
0x0679b076e914fee0689a462e409334f6ce908ac9,1,0.493,0,0.493
0x9cd47764cb31d297c3f7db6506cf26f0e229e876,1,0.48,0,0.48
0xfc20f4c01018b66912f071a5e77d982a7d29709e,4,0.47904081313041075,0,0.27904081313041074
0x572b4b93cc658532fc06dcbfe896808d23f996bb,1,0.47,0,0.47
0x278cc7f6bb33552e4b63aac805b63e0d9df1d9bb,2,0.4675,0,0.255
0x98f1e5720f4fa80cb1172c761a442438ade87181,1,0.45,0,0.45
0x51b27b3bbe0e7dd84028548d076bf113098a30fd,1,0.45,0,0.45
0x79f1086f2ec1a476e5255080f5de7ac7a8021fc5,2,0.443,0,0.243
0x5190e39560613bda66650676b00f3c2081fa6ba8,4,0.44,0,0.38
0x8aa93afd2f7c6d319adb0496529dd94c9332d197,4,0.431602,0,0.346101
0x82d8cbcc0861f48027c0c693a287307c43fba023,3,0.43,0,0.3
0x97849022632c30562c0226f12589be870e4d0c84,1,0.43,0,0.43
0x76d235edb02dd500236d663695389e8d32b6104c,1,0.43,0,0.43
0xfc60dae5ac76d78adc82b2ec4b2c054d0dc44492,2,0.42306753538603786,0,0.42306753538603786
0x3eae56964b8ce1cb52f395444c0f89577bd6bb49,8,0.42175559282628877,1,0.42175559282628877
0x6aeff2fd7b066e7c565d3779a0ea8e15de319c6e,3,0.42,0,0.42
0xc83c7b1f6bb1d9f11ffae511ffa6bf5013dd08ba,1,0.41550213924286306,0,0.41550213924286306
0xca0be7eaa4b90bf732213ca03664d72fb247e014,4,0.402,1,0.26
0xcefb1791df4008c44349aa6040453b2b5449d23e,4,0.4,0,0.2
0x05ea8a3341d1d55affc1be110c6ce8f034ec5191,1,0.4,0,0.4
0x86d40aabb7254ba0af30228efec90b6289644766,3,0.4,1,0.2
0xd798e04a3eb58361a06c44dcc326205516bd6136,2,0.4,0,0.4
0xf6aef9bfef08e1b4630beed67e02cd3c3566e745,24,0.4,4,0.2
0x40b5a4cbdb760f58ceb097cafe8e53106c0a3658,1,0.4,0,0.4
0x6a45dc4ff56a4426869e5c52ec40bdda2e906b1a,1,0.4,0,0.4
