tx_hash,from_address,to_address,value_eth,trace_id,call_type,timestamp
0x00560effc99e8ac7df5b998079281f8f5cd12f04977496f7ec46bb409f034399,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.40877,0_1_1_1_1_1,call,2024-01-02 00:52:59
0x006073a6e3c65e3b1721f04218de44ae93431133be4d64822d0f8427d9c4747b,0xe592427a0aece92de3edee1f18e0157c05861564,0x1a4806186786dd05ac9bf81f68cb983f79ff07df,0.12738985698857092,0_1_1_1_1_1,call,2024-01-05 15:45:11
0x006073a6e3c65e3b1721f04218de44ae93431133be4d64822d0f8427d9c4747b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,0.12738985698857092,0_1_1_1_1_1_1,call,2024-01-05 15:45:11
0x0063bf1c54eca404cf13bbbbf436fa49bbbcc38a68185c4fed4e26f4873c06f9,0xe592427a0aece92de3edee1f18e0157c05861564,0x3a4d3430da786fa5b912ff8d468998ab95c3a6f2,3.9691157710754608,0_1_1,call,2024-01-07 10:41:47
0x0063bf1c54eca404cf13bbbbf436fa49bbbcc38a68185c4fed4e26f4873c06f9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,3.9691157710754608,0_1_1_1,call,2024-01-07 10:41:47
0x007aba387e0da7c901699aa4c64bfd2be9eab057240c496516f482e3c8c61e8a,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,0.198,0_1,call,2024-01-01 19:02:23
0x007aba387e0da7c901699aa4c64bfd2be9eab057240c496516f482e3c8c61e8a,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.198,0_1_1_1_1,call,2024-01-01 19:02:23
0x007cae2ec28cc301fa591f00097da4055acc7b60e507374e2afb17b6ddcf6d8f,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.6235119839360613,0_1_1_1,call,2024-01-03 22:37:23
0x00829a5271e42dc11fd78591dfe55d083003b4158fb487146ef62556715e7725,0x471d69f435df6464f3c3e655093040d81926927c,0xe592427a0aece92de3edee1f18e0157c05861564,0.02991,0_1_1,call,2024-01-06 22:19:23
0x00829a5271e42dc11fd78591dfe55d083003b4158fb487146ef62556715e7725,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.02991,0_1_1_1_1_1,call,2024-01-06 22:19:23
0x008723b774af77acaceb98e628e330d361da922a1cbc8ecc85f0e48b68ec7cac,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,0.1,0_1_1,call,2024-01-04 11:10:59
0x008723b774af77acaceb98e628e330d361da922a1cbc8ecc85f0e48b68ec7cac,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.1,0_1_1_1_1_1,call,2024-01-04 11:10:59
0x009bcbbb1fb779452e0117f3a2137b6b3a0394155a6b3b6306e7a6414f710b8f,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,0.995,0_1,call,2024-01-03 23:13:11
0x009bcbbb1fb779452e0117f3a2137b6b3a0394155a6b3b6306e7a6414f710b8f,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.995,0_1_1_1_1,call,2024-01-03 23:13:11
0x00a136cf28319293edfc3de6e5ed0345718ac7349c70f5e41ee4d85b96283c50,0xe592427a0aece92de3edee1f18e0157c05861564,0x4c13e18411584fc3b8f0c4a510738be7fd6705a6,0.18142673873232779,0_1_1,call,2024-01-02 17:35:59
0x00a136cf28319293edfc3de6e5ed0345718ac7349c70f5e41ee4d85b96283c50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,0.18142673873232779,0_1_1_1,call,2024-01-02 17:35:59
0x00a661dfef6d1058d3e0758ab9b240edf6cf7aeeb94a6b35d4c3f1e4c0925690,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.016451835218449118,0_1_1_1,call,2024-01-01 23:57:47
0x00a9bafbe0982e22ecb5a4ec6458c35127176e1369bf9fbb5904694f0be3f6a1,0xe592427a0aece92de3edee1f18e0157c05861564,0xa4153e31a192b197126bb8e63bd7b6d51436566d,0.1660336669150554,0_1_1,call,2024-01-01 23:45:23
0x00a9bafbe0982e22ecb5a4ec6458c35127176e1369bf9fbb5904694f0be3f6a1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,0.1660336669150554,0_1_1_1,call,2024-01-01 23:45:23
0x00b51a21d11159abac80c769e7156c6b19d1abf2438534acb2cba5e7fff4db4e,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,26.056687786895335,0_1_1,call,2024-01-06 23:19:11
0x00b51a21d11159abac80c769e7156c6b19d1abf2438534acb2cba5e7fff4db4e,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,26.056687772135117,0_1_1_1_1_1_1_1,call,2024-01-06 23:19:11
0x00f7cf37e1ead59eb7abcccaeec271dbfd424fc3a9e05f565ec97ea5065af575,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0,0_1_1_1,call,2024-01-01 15:00:35
0x00f7ef2aa2210c431aebbecd308d8bcb9255dd9ed55a5567182b220752515d6a,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,0.995,0_1,call,2024-01-07 00:31:59
0x00f7ef2aa2210c431aebbecd308d8bcb9255dd9ed55a5567182b220752515d6a,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.995,0_1_1_1_1,call,2024-01-07 00:31:59
0x010c98197b5b2c626892ae5ee3947a13f401133f109d71c6bacc0146f853fe3f,0xe592427a0aece92de3edee1f18e0157c05861564,0x50cb452561ae7431e822df66d989388e51ea7a00,2.0976907911846308,0_1_1,call,2024-01-07 05:14:11
0x010c98197b5b2c626892ae5ee3947a13f401133f109d71c6bacc0146f853fe3f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,2.0976907911846308,0_1_1_1,call,2024-01-07 05:14:11
0x0115816383170bd87889d79f6da9dee6e0de21f32c6798d0d673bc62a63bd27d,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.4556740566575088,0_1_1_1,call,2024-01-04 00:25:11
0x01258b9147c6637a4de8578fe7fae192e8228888261af181799b4b3e0f6d5c74,0xe592427a0aece92de3edee1f18e0157c05861564,0x3a4d3430da786fa5b912ff8d468998ab95c3a6f2,1.9569413876756234,0_1_1,call,2024-01-03 10:56:23
0x01258b9147c6637a4de8578fe7fae192e8228888261af181799b4b3e0f6d5c74,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,1.9569413876756234,0_1_1_1,call,2024-01-03 10:56:23
0x0125fb7af720dc0941ab50612d8984e6261c6202e5161a5d435183eda69ea1a3,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,1.195,0_1_1,call,2024-01-01 20:43:59
0x0125fb7af720dc0941ab50612d8984e6261c6202e5161a5d435183eda69ea1a3,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.195,0_1_1_1_1_1,call,2024-01-01 20:43:59
0x012e26b49bd89f7995092bf81efc65b6105d57a65061ea5691688a1ac5e0a8c3,0xe592427a0aece92de3edee1f18e0157c05861564,0x8651b708b8b2f62e52053144d8690f7781585f31,0.42152696689115726,0_1_1,call,2024-01-02 09:22:11
0x012e26b49bd89f7995092bf81efc65b6105d57a65061ea5691688a1ac5e0a8c3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,0.42152696689115726,0_1_1_1,call,2024-01-02 09:22:11
0x015471a0439d181efe3507ed120d02875e4d022c7ba775538de12948a87e2ac2,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.13027427832662922,0_1_1_1,call,2024-01-04 00:36:35
0x01676b24439e40a1af1f9b9ce8b7d6b986768026bfba3fcdb932969ff378e596,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0_1_1_1,call,2024-01-07 08:00:47
0x01772444ca4cb7c3076541806cabde0c0147f2a3d8a496d2fef271fb23f6344b,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,0xe592427a0aece92de3edee1f18e0157c05861564,0.57826,0_1_1,call,2024-01-05 06:39:47
0x01772444ca4cb7c3076541806cabde0c0147f2a3d8a496d2fef271fb23f6344b,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.57826,0_1_1_1_1_1,call,2024-01-05 06:39:47
0x017ca2100b2c25f85cd11687dff4889ce0d5a58825d4d9dc829343be87c04f5c,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,0xe592427a0aece92de3edee1f18e0157c05861564,0.2991,0_1_1,call,2024-01-07 04:34:59
0x017ca2100b2c25f85cd11687dff4889ce0d5a58825d4d9dc829343be87c04f5c,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.2991,0_1_1_1_1_1,call,2024-01-07 04:34:59
0x01896ad7b07c9dfb7ce4e5a2109bd089d98a1b9776a43c09ccfa305c0d81a3ae,0xed12310d5a37326e6506209c4838146950166760,0xe592427a0aece92de3edee1f18e0157c05861564,0.25839,0_1,call,2024-01-02 07:17:47
0x01896ad7b07c9dfb7ce4e5a2109bd089d98a1b9776a43c09ccfa305c0d81a3ae,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.25839,0_1_1_1_1,call,2024-01-02 07:17:47
0x018a692a28138dbe655db9302bc0b92ebba5de43cf2eaf2ef896c11743a53f13,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,0.52629,0_1,call,2024-01-02 06:20:11
0x018a692a28138dbe655db9302bc0b92ebba5de43cf2eaf2ef896c11743a53f13,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.52629,0_1_1_1_1,call,2024-01-02 06:20:11
0x018c62d6ea676f3ae652396f79673dfb95d8bfd84c4b96f2052df645191666d5,0x471d69f435df6464f3c3e655093040d81926927c,0xe592427a0aece92de3edee1f18e0157c05861564,0.14955,0_1_1,call,2024-01-01 23:36:11
0x018c62d6ea676f3ae652396f79673dfb95d8bfd84c4b96f2052df645191666d5,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.14955,0_1_1_1_1_1,call,2024-01-01 23:36:11
0x018fa8d16ca36d14f984f2bf395c338245693e27c37ea4c4de91c9cf51824139,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,5.2635,0_1_1,call,2024-01-02 08:36:11
0x018fa8d16ca36d14f984f2bf395c338245693e27c37ea4c4de91c9cf51824139,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.2635,0_1_1_1_1_1,call,2024-01-02 08:36:11
0x019ee57f7c12c459edbff9d0dfe1c6afa3f6b616805598e6438d6d4faabd3ab6,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.5922,0_1_1_1,call,2024-01-07 00:38:35
0x01a51a5aafff3ceeb2508ee6930df9dcf2ae81e9cf1ddffa89935dff0113e4bb,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.5592507260785157,0_1_1_1,call,2024-01-03 02:49:59
0x01ac8f12d9a59f2174cd7d7b98373360548c4d9dba7ffc01ab68f50f8c7c1250,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,3.5575037378770866,0_1_1,call,2024-01-06 19:57:11
0x01ac8f12d9a59f2174cd7d7b98373360548c4d9dba7ffc01ab68f50f8c7c1250,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3.5539497880889974,0_1_1_1_1_1_1_1,call,2024-01-06 19:57:11
0x01af9734fb454fc2e8d16e7df95553bac9e823885b4bfe80b9f17f31cea10163,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,6.0157013549952705,0_1_1,call,2024-01-05 19:35:35
0x01af9734fb454fc2e8d16e7df95553bac9e823885b4bfe80b9f17f31cea10163,0xe592427a0aece92de3edee1f18e0157c05861564,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0.010021308281349516,0_1_1_1,call,2024-01-05 19:35:35
0x01af9734fb454fc2e8d16e7df95553bac9e823885b4bfe80b9f17f31cea10163,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.0056800467139215,0_1_1_1_1_1_1_1,call,2024-01-05 19:35:35
0x01c9dad4b3a131fac9d7216bca32636600ab62cb41cf6ebce3f1517fa26b03eb,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,0xe592427a0aece92de3edee1f18e0157c05861564,0.997,0_1_1,call,2024-01-05 03:51:11
0x01c9dad4b3a131fac9d7216bca32636600ab62cb41cf6ebce3f1517fa26b03eb,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.997,0_1_1_1_1_1,call,2024-01-05 03:51:11
0x01d00a1f8b6ee2cd425f2484d221bdd255214e072a6fd78f7b8e4983c4a99b88,0x5f80997936bf86f7f10648897dc40d3b8b04c821,0xe592427a0aece92de3edee1f18e0157c05861564,2.97,0_1,call,2024-01-02 12:46:11
0x01d00a1f8b6ee2cd425f2484d221bdd255214e072a6fd78f7b8e4983c4a99b88,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.97,0_1_1_1_1,call,2024-01-02 12:46:11
0x01d1e507e5ce4e774e71826bba26fe4ac27126d09ef6337d20e496e4b1f1847a,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.0,0_1_1_1,call,2024-01-02 03:06:11
0x01d9f8b7063819b7d90f770b230853d89100fb96aff433f957590187ddf83df3,0xe592427a0aece92de3edee1f18e0157c05861564,0x5dffcb4442375a8512a70372067f2a36358240cf,2.3767380140810617,0_1_1,call,2024-01-01 23:03:59
0x01d9f8b7063819b7d90f770b230853d89100fb96aff433f957590187ddf83df3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,2.3767380140810617,0_1_1_1,call,2024-01-01 23:03:59
0x0209c5692a5556457e679368352a538ce9e47871a2b46a159bbc6e10c1515eea,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,0.55,0_1_1,call,2024-01-04 08:42:11
0x0209c5692a5556457e679368352a538ce9e47871a2b46a159bbc6e10c1515eea,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.55,0_1_1_1_1_1,call,2024-01-04 08:42:11
0x02286b23d259bd83f7a8afd8d1b8109e09c4c6a2acf538f14b97fc6228f40bbb,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,0.18,0_1_1,call,2024-01-07 08:12:47
0x02286b23d259bd83f7a8afd8d1b8109e09c4c6a2acf538f14b97fc6228f40bbb,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.18,0_1_1_1_1_1,call,2024-01-07 08:12:47
0x022f499c47f3b0113cc0a34a7eda47b78e8871de2d6bd2da06060a35a078bf04,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,5.942418495376006,0_1_1,call,2024-01-07 08:44:11
0x022f499c47f3b0113cc0a34a7eda47b78e8871de2d6bd2da06060a35a078bf04,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.942418492877148,0_1_1_1_1_1_1_1,call,2024-01-07 08:44:11
0x0233029f016a0750604157877885ee05921caf4a865661bd07eac0f6d1564c58,0xed12310d5a37326e6506209c4838146950166760,0xe592427a0aece92de3edee1f18e0157c05861564,0.297,0_1,call,2024-01-04 13:34:23
0x0233029f016a0750604157877885ee05921caf4a865661bd07eac0f6d1564c58,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.297,0_1_1_1_1,call,2024-01-04 13:34:23
0x023ef8c5964af7c85dbb04d4945f88884c1fc1401a94539e1aa7008d7b51bf37,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.13,0_1_1_1,call,2024-01-01 22:35:59
0x024736961e13a2e86a99bac72f43fef5eff30360921e264404a9ad7d7e36b536,0xba445823018a83ed48a04a30cfbbeb4b70ceedad,0xe592427a0aece92de3edee1f18e0157c05861564,1.0879987488659175,0_1_1,call,2024-01-04 03:26:23
0x024736961e13a2e86a99bac72f43fef5eff30360921e264404a9ad7d7e36b536,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0879987488659175,0_1_1_1_1_1,call,2024-01-04 03:26:23
0x0266943c578dc66523aaace5ee55b900cb413d5221524642a3ae7d8819fd765e,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.029828366088703036,0_1_1_1,call,2024-01-02 16:57:35
0x026e68d21a72ac360a462570f8ea17dc5188325cb1ec6cca1337bddcdbbe43a5,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,7.8944524668562925,0_1_1,call,2024-01-06 00:46:11
0x027129e20bec79233f9911180d9026b3029fe082b8b486158c54baa6db4c59fd,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,0_1_1_1,call,2024-01-02 18:05:35
0x0298cd169dc2bef7c10fb82ca8b7d8cfdc022f33d9f1f2562c73eb7b632a4ed6,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,1.3991491,0_1,call,2024-01-05 18:40:11
0x0298cd169dc2bef7c10fb82ca8b7d8cfdc022f33d9f1f2562c73eb7b632a4ed6,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.3991491,0_1_1_1_1,call,2024-01-05 18:40:11
0x029c059401f1188a1d367abe35fe56011301a06255341a7a550b4f7fa6108e1d,0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,0xe592427a0aece92de3edee1f18e0157c05861564,0.42480350732218286,0_1_1,call,2024-01-06 05:19:11
0x029c059401f1188a1d367abe35fe56011301a06255341a7a550b4f7fa6108e1d,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.41961036141001506,0_1_1_1_1_1_1_1,call,2024-01-06 05:19:11
0x02ae9f972454e38f9016a874cda89c15c3f7179a2a5b2b37f693a02fde75e4a2,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0,0_1_1_1,call,2024-01-03 05:04:47
0x02c4cdd1b4259d8f7bbfd483c46dd391d1014923de4b664a96fd80e8899122b4,0xe592427a0aece92de3edee1f18e0157c05861564,0x63ef21feacb68ce3a0263d797b09d67980b6c8ed,5.299094421281133,0_1_1,call,2024-01-04 08:41:35
0x02c4cdd1b4259d8f7bbfd483c46dd391d1014923de4b664a96fd80e8899122b4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe592427a0aece92de3edee1f18e0157c05861564,5.299094421281133,0_1_1_1,call,2024-01-04 08:41:35
0x02d9d33c1d177a62b52dbb6e7704058af9c88c1a818dcfc50f424328062b2b9e,0x3999d2c5207c06bbc5cf8a6bea52966cabb76d41,0xe592427a0aece92de3edee1f18e0157c05861564,1.99,0_1,call,2024-01-05 11:02:23
0x02d9d33c1d177a62b52dbb6e7704058af9c88c1a818dcfc50f424328062b2b9e,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.99,0_1_1_1_1,call,2024-01-05 11:02:23
0x02f9069e6fa4408a48e81cddd6f1ce142767c24d77713d46bda244d93dee9402,0x471d69f435df6464f3c3e655093040d81926927c,0xe592427a0aece92de3edee1f18e0157c05861564,0.997,0_1_1,call,2024-01-02 00:55:59
0x02f9069e6fa4408a48e81cddd6f1ce142767c24d77713d46bda244d93dee9402,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.997,0_1_1_1_1_1,call,2024-01-02 00:55:59
0x030701f15b022e6fe46eea2fd8c31e5d24f9ae79c5cdfc5e855bba51d1a25757,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.22906694515992077,0_1_1_1,call,2024-01-02 01:33:47
0x030b464c96b7b4231adb77a2cea1a501d169587da6bfccbcd3dbd75522ac7fa6,0xe592427a0aece92de3edee1f18e0157c05861564,0xa5b0fbdab57ef38555f2daef601c91a418ca8e73,0.025442538600827024,0_1_1,call,2024-01-02 19:42:59
0x030b464c96b7b4231adb77a2cea1a501d169587da6bfccbcd3dbd75522ac7fa6,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.07455746139917298,0_1_1_1_1,call,2024-01-02 19:42:59
0x030f6d2a20e6c529032a873fa50e03153b20895a7dd5988ca13fc7a8aa05adee,0x471d69f435df6464f3c3e655093040d81926927c,0xe592427a0aece92de3edee1f18e0157c05861564,0.043868,0_1_1,call,2024-01-04 10:12:11
0x030f6d2a20e6c529032a873fa50e03153b20895a7dd5988ca13fc7a8aa05adee,0xe592427a0aece92de3edee1f18e0157c05861564,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.043868,0_1_1_1_1_1,call,2024-01-04 10:12:11
0x031c1d8519190d81cb932645dbd618a09d8f16fc6ab70e6a2fc5ae087cc4d977,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0xe592427a0aece92de3edee1f18e0157c05861564,0.04,0_1_1,call,2024-01-04 12:55:47
